VTBB,,,
VORDME,135606N,1004930E,LAVOG
VORDME,094131N,0995241E,LAXOS
VORDME,093340N,0984608E,LAYWA
VORDME,080536N,0980609E,LAZAM
VORDME,080846N,0980108E,LAZIO
VORDME,130515N,1002825E,LEBIM
VORDME,173140N,1022956E,LEBOG
VORDME,175044N,1022825E,LEDER
VORDME,165253N,0984429E,LEDOK
VORDME,161355N,1025640E,LEKAM
VORDME,140103N,1005049E,LEMOS
VORDME,105837N,0993636E,LERBU
VORDME,062706N,1011618E,LERNI
VORDME,054835N,1011219E,LESKU
VORDME,140058N,1005047E,LETMA
VORDME,071436N,1003347E,LETMO
VORDME,163458N,1024301E,LETVI
VORDME,172043N,1030545E,LEVGA
VORDME,082819N,0990200E,LEXIS
VORDME,135749N,1003800E,LIBRA
VORDME,171403N,1023343E,LIDBO
VORDME,133312N,1004910E,LIGSI
VORDME,192027N,0980821E,LIKPU
VORDME,091953N,1000531E,LILTO
VORDME,091536N,0995317E,LIMLY
VORDME,135608N,1004931E,LINSY
VORDME,183506N,0985742E,LINTI
VORDME,160835N,1025159E,LIPKU
VORDME,141028N,1015756E,LIPLI
VORDME,083227N,1001315E,LONEE
VORDME,132928N,1004115E,LONNY
VORDME,085356N,1003425E,LOSDA
VORDME,132929N,1004115E,LOSDO
VORDME,135114N,1004813E,LOTMU
VORDME,180546N,0993845E,LOTZO
VORDME,133560N,1004413E,LOUIS
VORDME,182945N,0992609E,LPTN1
VORDME,182948N,0992612E,LPTN2
VORDME,182136N,0992948E,LPTNF
VORDME,180431N,0992924E,LPTS1
VORDME,180338N,0993442E,LPTS2
VORDME,180427N,0992929E,LPTS3
VORDME,180341N,0993446E,LPTS4
VORDME,181059N,0993041E,LPTSF
VORDME,171347N,1025022E,LUBKA
VORDME,152849N,0983530E,LUDVI
VORDME,135947N,1003921E,LUGSO
VORDME,163506N,1002434E,LUKPA
VORDME,162730N,1011142E,LUKTO
VORDME,172002N,1014120E,LUMRO
VORDME,134916N,1004627E,LUNRA
VORDME,134816N,1003239E,LURPO
VORDME,085957N,0991010E,LUTBA
VORDME,082819N,0990200E,LUXIR
VORDME,083409N,0995652E,MA19
VORDME,192118N,0975523E,MA197
VORDME,163219N,1023822E,MABDI
VORDME,094809N,1003543E,MABKO
VORDME,191306N,0983346E,MACHI
VORDME,075722N,0991013E,MADIL
VORDME,102846N,0991015E,MAGMI
VORDME,163959N,1011823E,MAGPU
VORDME,194316N,1000351E,MAGVI
VORDME,193231N,0993420E,MAILA
VORDME,150123N,1044558E,MAKAM
VORDME,173722N,1014648E,MAKEP
VORDME,183309N,0992217E,MAKOM
VORDME,163540N,1023324E,MAKVO
VORDME,081147N,0982726E,MALIN
VORDME,111240N,0993155E,MALIP
VORDME,143111N,1011153E,MALKI
VORDME,181660N,0993816E,MAMOR
VORDME,095207N,0982828E,MANAM
VORDME,070653N,1003215E,MANAN
VORDME,182308N,1002342E,MANOW
VORDME,080223N,0983630E,MANYU
VORDME,152257N,1050224E,MAPAW
VORDME,195837N,0994521E,MAPDA
VORDME,064627N,1013804E,MAPLE
VORDME,180022N,0993842E,MARBO
